FastEstimator-Start: step: 1; num_device: 1; logging_interval: 100;
FastEstimator-Train: step: 1; total_loss: 2.191802;
FastEstimator-Train: step: 100; total_loss: 1.4415939; steps/sec: 4.16;
FastEstimator-Train: step: 200; total_loss: 1.5125446; steps/sec: 4.11;
FastEstimator-Train: step: 300; total_loss: 1.7825847; steps/sec: 4.1;
FastEstimator-Train: step: 400; total_loss: 1.2749205; steps/sec: 4.1;
FastEstimator-Train: step: 500; total_loss: 1.5480291; steps/sec: 4.1;
FastEstimator-Train: step: 600; total_loss: 1.4384208; steps/sec: 4.09;
FastEstimator-Train: step: 700; total_loss: 1.2097782; steps/sec: 4.09;
FastEstimator-Train: step: 800; total_loss: 1.2211342; steps/sec: 4.08;
FastEstimator-Train: step: 900; total_loss: 1.1579093; steps/sec: 4.08;
FastEstimator-Train: step: 1000; total_loss: 1.0998943; steps/sec: 4.09;
FastEstimator-Train: step: 1100; total_loss: 1.0657196; steps/sec: 4.09;
FastEstimator-Train: step: 1200; total_loss: 0.9124789; steps/sec: 4.09;
FastEstimator-Train: step: 1300; total_loss: 1.0047061; steps/sec: 4.08;
FastEstimator-Train: step: 1400; total_loss: 1.1099627; steps/sec: 4.11;
FastEstimator-Train: step: 1500; total_loss: 1.0731145; steps/sec: 4.1;
FastEstimator-Train: step: 1500; epoch: 1; epoch_time: 384.16 sec;
FastEstimator-Eval: step: 1500; epoch: 1; total_loss: 1.0477486; mAP: 0.001770536762275448; AP50: 0.004205192639672235; AP75: 0.001330704674318686;
FastEstimator-Train: step: 1600; total_loss: 1.112421; steps/sec: 3.96;
FastEstimator-Train: step: 1700; total_loss: 1.0711195; steps/sec: 4.1;
FastEstimator-Train: step: 1800; total_loss: 0.91619396; steps/sec: 4.11;
FastEstimator-Train: step: 1900; total_loss: 1.1187876; steps/sec: 4.09;
FastEstimator-Train: step: 2000; total_loss: 0.93582183; steps/sec: 4.1;
FastEstimator-Train: step: 2100; total_loss: 1.0407214; steps/sec: 4.1;
FastEstimator-Train: step: 2200; total_loss: 1.0596156; steps/sec: 4.09;
FastEstimator-Train: step: 2300; total_loss: 0.9473683; steps/sec: 4.1;
FastEstimator-Train: step: 2400; total_loss: 0.9100665; steps/sec: 4.08;
FastEstimator-Train: step: 2500; total_loss: 1.0517123; steps/sec: 4.09;
FastEstimator-Train: step: 2600; total_loss: 0.961875; steps/sec: 4.1;
FastEstimator-Train: step: 2700; total_loss: 0.8281654; steps/sec: 4.08;
FastEstimator-Train: step: 2800; total_loss: 0.8882115; steps/sec: 4.08;
FastEstimator-Train: step: 2900; total_loss: 0.9352715; steps/sec: 4.1;
FastEstimator-Train: step: 3000; total_loss: 0.8497098; steps/sec: 4.09;
FastEstimator-Train: step: 3000; epoch: 2; epoch_time: 367.37 sec;
FastEstimator-Eval: step: 3000; epoch: 2; total_loss: 0.87991214; mAP: 0.01747459899290661; AP50: 0.0352403270710334; AP75: 0.0161827460801646;
FastEstimator-Train: step: 3100; total_loss: 0.8876707; steps/sec: 3.97;
FastEstimator-Train: step: 3200; total_loss: 0.83602214; steps/sec: 4.11;
FastEstimator-Train: step: 3300; total_loss: 0.8652601; steps/sec: 4.1;
FastEstimator-Train: step: 3400; total_loss: 0.80190456; steps/sec: 4.09;
FastEstimator-Train: step: 3500; total_loss: 0.98572826; steps/sec: 4.09;
FastEstimator-Train: step: 3600; total_loss: 0.83760023; steps/sec: 4.08;
FastEstimator-Train: step: 3700; total_loss: 0.9259589; steps/sec: 4.08;
