FastEstimator-Start: step: 1; num_device: 1; logging_interval: 100;
FastEstimator-Train: step: 1; total_loss: 1.7843843;
FastEstimator-Train: step: 100; total_loss: 1.892419; steps/sec: 4.08;
FastEstimator-Train: step: 200; total_loss: 1.7041762; steps/sec: 4.03;
FastEstimator-Train: step: 300; total_loss: 1.6315907; steps/sec: 4.02;
FastEstimator-Train: step: 400; total_loss: 1.5022775; steps/sec: 4.01;
FastEstimator-Train: step: 500; total_loss: 1.3973455; steps/sec: 4.02;
FastEstimator-Train: step: 600; total_loss: 1.3189152; steps/sec: 4.01;
FastEstimator-Train: step: 700; total_loss: 1.4453506; steps/sec: 4.02;
FastEstimator-Train: step: 800; total_loss: 1.2117517; steps/sec: 4.01;
FastEstimator-Train: step: 900; total_loss: 1.2356615; steps/sec: 4.02;
FastEstimator-Train: step: 1000; total_loss: 1.2088932; steps/sec: 4.01;
FastEstimator-Train: step: 1100; total_loss: 1.4030156; steps/sec: 4.02;
FastEstimator-Train: step: 1200; total_loss: 1.1793535; steps/sec: 4.01;
FastEstimator-Train: step: 1300; total_loss: 1.1868389; steps/sec: 4.01;
FastEstimator-Train: step: 1400; total_loss: 1.1275002; steps/sec: 4.01;
FastEstimator-Train: step: 1500; total_loss: 1.2959505; steps/sec: 4.0;
FastEstimator-Train: step: 1500; epoch: 1; epoch_time: 391.9 sec;
FastEstimator-Eval: step: 1500; epoch: 1; total_loss: 1.1853039; mAP: 0.0009972467449078605; AP50: 0.0031209041227926795; AP75: 0.0003566824907891741;
FastEstimator-Train: step: 1600; total_loss: 1.2080643; steps/sec: 3.9;
FastEstimator-Train: step: 1700; total_loss: 1.3497345; steps/sec: 4.02;
FastEstimator-Train: step: 1800; total_loss: 1.0942341; steps/sec: 4.02;
FastEstimator-Train: step: 1900; total_loss: 1.1716635; steps/sec: 4.02;
FastEstimator-Train: step: 2000; total_loss: 1.0488479; steps/sec: 4.01;
FastEstimator-Train: step: 2100; total_loss: 1.0777091; steps/sec: 4.02;
FastEstimator-Train: step: 2200; total_loss: 1.1459846; steps/sec: 4.01;
FastEstimator-Train: step: 2300; total_loss: 1.0342039; steps/sec: 4.01;
FastEstimator-Train: step: 2400; total_loss: 1.090834; steps/sec: 3.87;
FastEstimator-Train: step: 2500; total_loss: 1.0701585; steps/sec: 4.01;
FastEstimator-Train: step: 2600; total_loss: 1.1792252; steps/sec: 4.01;
FastEstimator-Train: step: 2700; total_loss: 1.0188947; steps/sec: 4.01;
FastEstimator-Train: step: 2800; total_loss: 0.9458388; steps/sec: 4.01;
FastEstimator-Train: step: 2900; total_loss: 1.0711056; steps/sec: 4.01;
FastEstimator-Train: step: 3000; total_loss: 0.97561264; steps/sec: 4.0;
FastEstimator-Train: step: 3000; epoch: 2; epoch_time: 375.4 sec;
FastEstimator-Eval: step: 3000; epoch: 2; total_loss: 1.0129839; mAP: 0.009050945633329912; AP50: 0.02218634726958275; AP75: 0.005474503171351729;
FastEstimator-Train: step: 3100; total_loss: 0.9326303; steps/sec: 3.9;
FastEstimator-Train: step: 3200; total_loss: 1.0400629; steps/sec: 4.02;
FastEstimator-Train: step: 3300; total_loss: 0.96626365; steps/sec: 4.01;
FastEstimator-Train: step: 3400; total_loss: 0.9199171; steps/sec: 4.01;
FastEstimator-Train: step: 3500; total_loss: 0.9486551; steps/sec: 4.0;
FastEstimator-Train: step: 3600; total_loss: 1.0042576; steps/sec: 4.0;
FastEstimator-Train: step: 3700; total_loss: 1.0827508; steps/sec: 4.0;
FastEstimator-Train: step: 3800; total_loss: 1.0186679; steps/sec: 4.01;
FastEstimator-Train: step: 3900; total_loss: 1.0071509; steps/sec: 4.01;
FastEstimator-Train: step: 4000; total_loss: 1.0001897; steps/sec: 4.01;
FastEstimator-Train: step: 4100; total_loss: 1.0072172; steps/sec: 4.01;
FastEstimator-Train: step: 4200; total_loss: 0.89611775; steps/sec: 4.0;
FastEstimator-Train: step: 4300; total_loss: 0.8843658; steps/sec: 4.01;
FastEstimator-Train: step: 4400; total_loss: 0.8694864; steps/sec: 4.02;
FastEstimator-Train: step: 4500; total_loss: 0.89114827; steps/sec: 3.99;
FastEstimator-Train: step: 4500; epoch: 3; epoch_time: 375.04 sec;
FastEstimator-Eval: step: 4500; epoch: 3; total_loss: 0.90826046; mAP: 0.025854489885148352; AP50: 0.05806483227591099; AP75: 0.0204404208502955;
FastEstimator-Train: step: 4600; total_loss: 0.89328945; steps/sec: 3.9;
