FastEstimator-Start: step: 1; num_device: 1; logging_interval: 100;
FastEstimator-Train: step: 1; total_loss: 2.004457;
FastEstimator-Train: step: 100; total_loss: 1.8229736; steps/sec: 4.12;
FastEstimator-Train: step: 200; total_loss: 1.5646257; steps/sec: 4.08;
FastEstimator-Train: step: 300; total_loss: 1.5834086; steps/sec: 4.08;
FastEstimator-Train: step: 400; total_loss: 1.4094965; steps/sec: 4.09;
FastEstimator-Train: step: 500; total_loss: 1.5503438; steps/sec: 4.09;
FastEstimator-Train: step: 600; total_loss: 1.3547444; steps/sec: 4.07;
FastEstimator-Train: step: 700; total_loss: 1.2179179; steps/sec: 4.08;
FastEstimator-Train: step: 800; total_loss: 1.3183259; steps/sec: 4.09;
FastEstimator-Train: step: 900; total_loss: 1.2782395; steps/sec: 4.1;
FastEstimator-Train: step: 1000; total_loss: 1.2998265; steps/sec: 4.08;
FastEstimator-Train: step: 1100; total_loss: 1.1698967; steps/sec: 4.08;
FastEstimator-Train: step: 1200; total_loss: 1.1329663; steps/sec: 4.08;
FastEstimator-Train: step: 1300; total_loss: 1.1365768; steps/sec: 4.09;
FastEstimator-Train: step: 1400; total_loss: 1.2520602; steps/sec: 4.09;
FastEstimator-Train: step: 1500; total_loss: 1.083251; steps/sec: 4.09;
FastEstimator-Train: step: 1500; epoch: 1; epoch_time: 385.72 sec;
FastEstimator-Eval: step: 1500; epoch: 1; total_loss: 1.1725761; mAP: 0.0015738139962051371; AP50: 0.004862175627454911; AP75: 0.0006436942565954179;
FastEstimator-Train: step: 1600; total_loss: 1.0894964; steps/sec: 3.95;
FastEstimator-Train: step: 1700; total_loss: 1.0827204; steps/sec: 4.07;
FastEstimator-Train: step: 1800; total_loss: 1.1898713; steps/sec: 4.07;
FastEstimator-Train: step: 1900; total_loss: 1.284599; steps/sec: 4.08;
FastEstimator-Train: step: 2000; total_loss: 1.1713258; steps/sec: 4.08;
FastEstimator-Train: step: 2100; total_loss: 1.1553583; steps/sec: 4.08;
FastEstimator-Train: step: 2200; total_loss: 1.1693135; steps/sec: 4.07;
FastEstimator-Train: step: 2300; total_loss: 1.1600969; steps/sec: 4.08;
FastEstimator-Train: step: 2400; total_loss: 1.2488277; steps/sec: 4.07;
FastEstimator-Train: step: 2500; total_loss: 1.0122387; steps/sec: 4.08;
FastEstimator-Train: step: 2600; total_loss: 1.0248401; steps/sec: 4.1;
FastEstimator-Train: step: 2700; total_loss: 0.9663242; steps/sec: 4.07;
FastEstimator-Train: step: 2800; total_loss: 1.063256; steps/sec: 4.07;
FastEstimator-Train: step: 2900; total_loss: 0.89273673; steps/sec: 4.08;
FastEstimator-Train: step: 3000; total_loss: 0.9842091; steps/sec: 4.08;
FastEstimator-Train: step: 3000; epoch: 2; epoch_time: 368.65 sec;
FastEstimator-Eval: step: 3000; epoch: 2; total_loss: 1.0077765; mAP: 0.011824288146341712; AP50: 0.02827649338346819; AP75: 0.00847985468966859;
FastEstimator-Train: step: 3100; total_loss: 0.9503107; steps/sec: 3.94;
FastEstimator-Train: step: 3200; total_loss: 0.9185631; steps/sec: 4.08;
FastEstimator-Train: step: 3300; total_loss: 0.9081532; steps/sec: 4.06;
FastEstimator-Train: step: 3400; total_loss: 1.0223348; steps/sec: 4.08;
FastEstimator-Train: step: 3500; total_loss: 0.97797734; steps/sec: 4.08;
FastEstimator-Train: step: 3600; total_loss: 1.079492; steps/sec: 4.07;
FastEstimator-Train: step: 3700; total_loss: 1.0154781; steps/sec: 4.07;
FastEstimator-Train: step: 3800; total_loss: 0.8988708; steps/sec: 4.08;
FastEstimator-Train: step: 3900; total_loss: 0.9139372; steps/sec: 4.07;
FastEstimator-Train: step: 4000; total_loss: 0.95993817; steps/sec: 4.08;
FastEstimator-Train: step: 4100; total_loss: 0.93409115; steps/sec: 4.08;
FastEstimator-Train: step: 4200; total_loss: 0.7729066; steps/sec: 4.07;
FastEstimator-Train: step: 4300; total_loss: 0.9011019; steps/sec: 4.09;
FastEstimator-Train: step: 4400; total_loss: 0.8362119; steps/sec: 4.07;
FastEstimator-Train: step: 4500; total_loss: 0.8759266; steps/sec: 4.06;
FastEstimator-Train: step: 4500; epoch: 3; epoch_time: 368.97 sec;
FastEstimator-Eval: step: 4500; epoch: 3; total_loss: 0.89896697; mAP: 0.029571371090456284; AP50: 0.06364085011562591; AP75: 0.022893199584794858;
FastEstimator-Train: step: 4600; total_loss: 0.8879337; steps/sec: 3.92;
FastEstimator-Train: step: 4700; total_loss: 0.96555895; steps/sec: 4.07;
FastEstimator-Train: step: 4800; total_loss: 0.8814417; steps/sec: 4.07;
FastEstimator-Train: step: 4900; total_loss: 0.83779603; steps/sec: 4.07;
FastEstimator-Train: step: 5000; total_loss: 0.8257254; steps/sec: 4.07;
