FastEstimator-Start: step: 1; num_device: 1; logging_interval: 100;
FastEstimator-Train: step: 1; total_loss: 1.9831041;
FastEstimator-Train: step: 100; total_loss: 1.5079987; steps/sec: 4.15;
FastEstimator-Train: step: 200; total_loss: 1.6490839; steps/sec: 4.08;
FastEstimator-Train: step: 300; total_loss: 1.4098923; steps/sec: 4.09;
FastEstimator-Train: step: 400; total_loss: 1.2485045; steps/sec: 4.09;
FastEstimator-Train: step: 500; total_loss: 1.2898288; steps/sec: 4.09;
FastEstimator-Train: step: 600; total_loss: 1.5318332; steps/sec: 4.09;
FastEstimator-Train: step: 700; total_loss: 1.11163; steps/sec: 4.1;
FastEstimator-Train: step: 800; total_loss: 1.1291854; steps/sec: 4.09;
FastEstimator-Train: step: 900; total_loss: 1.0665711; steps/sec: 4.09;
FastEstimator-Train: step: 1000; total_loss: 1.3376507; steps/sec: 4.09;
FastEstimator-Train: step: 1100; total_loss: 1.1751988; steps/sec: 4.09;
FastEstimator-Train: step: 1200; total_loss: 1.241865; steps/sec: 4.09;
FastEstimator-Train: step: 1300; total_loss: 1.0465691; steps/sec: 4.09;
FastEstimator-Train: step: 1400; total_loss: 1.0569389; steps/sec: 4.09;
FastEstimator-Train: step: 1500; total_loss: 1.0124626; steps/sec: 4.1;
FastEstimator-Train: step: 1500; epoch: 1; epoch_time: 384.49 sec;
FastEstimator-Eval: step: 1500; epoch: 1; total_loss: 1.0132939; mAP: 0.006028585301854642; AP50: 0.012808231055899996; AP75: 0.004946283555013773;
FastEstimator-Train: step: 1600; total_loss: 0.9273932; steps/sec: 3.95;
FastEstimator-Train: step: 1700; total_loss: 1.0229766; steps/sec: 4.09;
FastEstimator-Train: step: 1800; total_loss: 1.024448; steps/sec: 4.09;
FastEstimator-Train: step: 1900; total_loss: 0.88640577; steps/sec: 4.09;
FastEstimator-Train: step: 2000; total_loss: 0.98891497; steps/sec: 4.08;
FastEstimator-Train: step: 2100; total_loss: 0.83372635; steps/sec: 4.08;
FastEstimator-Train: step: 2200; total_loss: 1.1323688; steps/sec: 4.11;
FastEstimator-Train: step: 2300; total_loss: 0.9429166; steps/sec: 4.1;
FastEstimator-Train: step: 2400; total_loss: 0.8556746; steps/sec: 4.11;
FastEstimator-Train: step: 2500; total_loss: 0.72184694; steps/sec: 4.1;
FastEstimator-Train: step: 2600; total_loss: 0.7974795; steps/sec: 4.12;
FastEstimator-Train: step: 2700; total_loss: 0.8827761; steps/sec: 4.11;
FastEstimator-Train: step: 2800; total_loss: 0.8578179; steps/sec: 4.1;
FastEstimator-Train: step: 2900; total_loss: 0.77369046; steps/sec: 4.1;
FastEstimator-Train: step: 3000; total_loss: 0.7942555; steps/sec: 4.11;
FastEstimator-Train: step: 3000; epoch: 2; epoch_time: 366.94 sec;
FastEstimator-Eval: step: 3000; epoch: 2; total_loss: 0.87218654; mAP: 0.03416455456094824; AP50: 0.06791628736095875; AP75: 0.031840496825154316;
FastEstimator-Train: step: 3100; total_loss: 0.90348196; steps/sec: 3.95;
FastEstimator-Train: step: 3200; total_loss: 0.74239326; steps/sec: 4.09;
FastEstimator-Train: step: 3300; total_loss: 0.73053855; steps/sec: 4.08;
FastEstimator-Train: step: 3400; total_loss: 0.79560965; steps/sec: 4.09;
FastEstimator-Train: step: 3500; total_loss: 0.7294945; steps/sec: 4.09;
FastEstimator-Train: step: 3600; total_loss: 0.7029486; steps/sec: 4.09;
FastEstimator-Train: step: 3700; total_loss: 0.81721413; steps/sec: 4.09;
FastEstimator-Train: step: 3800; total_loss: 0.7910794; steps/sec: 4.1;
FastEstimator-Train: step: 3900; total_loss: 0.81810015; steps/sec: 4.1;
FastEstimator-Train: step: 4000; total_loss: 0.7588291; steps/sec: 4.09;
FastEstimator-Train: step: 4100; total_loss: 0.7301824; steps/sec: 4.1;
FastEstimator-Train: step: 4200; total_loss: 0.85035515; steps/sec: 4.1;
FastEstimator-Train: step: 4300; total_loss: 0.8419844; steps/sec: 4.11;
FastEstimator-Train: step: 4400; total_loss: 0.7213805; steps/sec: 4.11;
FastEstimator-Train: step: 4500; total_loss: 0.8138784; steps/sec: 4.11;
FastEstimator-Train: step: 4500; epoch: 3; epoch_time: 367.01 sec;
FastEstimator-Eval: step: 4500; epoch: 3; total_loss: 0.8151564; mAP: 0.052552629745120705; AP50: 0.09702675820184549; AP75: 0.05280582377743146;
FastEstimator-Train: step: 4600; total_loss: 0.65260446; steps/sec: 3.96;
FastEstimator-Train: step: 4700; total_loss: 0.7285603; steps/sec: 4.09;
FastEstimator-Train: step: 4800; total_loss: 0.7522023; steps/sec: 4.09;
FastEstimator-Train: step: 4900; total_loss: 0.6963511; steps/sec: 4.08;
FastEstimator-Train: step: 5000; total_loss: 0.73613715; steps/sec: 4.1;
FastEstimator-Train: step: 5100; total_loss: 0.81326544; steps/sec: 4.09;
FastEstimator-Train: step: 5200; total_loss: 0.7137611; steps/sec: 4.1;
FastEstimator-Train: step: 5300; total_loss: 0.669667; steps/sec: 4.1;
FastEstimator-Train: step: 5400; total_loss: 0.65155137; steps/sec: 4.11;
FastEstimator-Train: step: 5500; total_loss: 0.8417803; steps/sec: 4.12;
