FastEstimator-Start: step: 1; num_device: 1; logging_interval: 100;
FastEstimator-Train: step: 1; total_loss: 1.8155713;
FastEstimator-Train: step: 100; total_loss: 1.7901143; steps/sec: 4.02;
FastEstimator-Train: step: 200; total_loss: 1.6701324; steps/sec: 3.99;
FastEstimator-Train: step: 300; total_loss: 1.6728077; steps/sec: 3.98;
FastEstimator-Train: step: 400; total_loss: 1.5672903; steps/sec: 3.97;
FastEstimator-Train: step: 500; total_loss: 1.5104412; steps/sec: 3.95;
FastEstimator-Train: step: 600; total_loss: 1.4212573; steps/sec: 3.96;
FastEstimator-Train: step: 700; total_loss: 1.3127376; steps/sec: 3.93;
FastEstimator-Train: step: 800; total_loss: 1.3075459; steps/sec: 3.93;
FastEstimator-Train: step: 900; total_loss: 1.3548498; steps/sec: 3.95;
FastEstimator-Train: step: 1000; total_loss: 1.2349275; steps/sec: 3.97;
FastEstimator-Train: step: 1100; total_loss: 1.2051744; steps/sec: 3.96;
FastEstimator-Train: step: 1200; total_loss: 1.1740966; steps/sec: 3.94;
FastEstimator-Train: step: 1300; total_loss: 1.2647811; steps/sec: 3.94;
FastEstimator-Train: step: 1400; total_loss: 1.2418382; steps/sec: 3.93;
FastEstimator-Train: step: 1500; total_loss: 1.2542464; steps/sec: 3.94;
FastEstimator-Train: step: 1500; epoch: 1; epoch_time: 398.36 sec;
FastEstimator-Eval: step: 1500; epoch: 1; total_loss: 1.1779513; mAP: 0.0013576737453302107; AP50: 0.0038043200630010895; AP75: 0.0005584400591673181;
FastEstimator-Train: step: 1600; total_loss: 1.2022055; steps/sec: 3.85;
FastEstimator-Train: step: 1700; total_loss: 1.0962543; steps/sec: 3.94;
FastEstimator-Train: step: 1800; total_loss: 1.1437602; steps/sec: 3.93;
FastEstimator-Train: step: 1900; total_loss: 1.1428049; steps/sec: 3.93;
FastEstimator-Train: step: 2000; total_loss: 1.0642061; steps/sec: 3.93;
FastEstimator-Train: step: 2100; total_loss: 1.1676345; steps/sec: 3.93;
FastEstimator-Train: step: 2200; total_loss: 1.0625479; steps/sec: 3.93;
FastEstimator-Train: step: 2300; total_loss: 1.0905267; steps/sec: 3.93;
FastEstimator-Train: step: 2400; total_loss: 1.0504702; steps/sec: 3.95;
FastEstimator-Train: step: 2500; total_loss: 0.8815503; steps/sec: 3.92;
FastEstimator-Train: step: 2600; total_loss: 0.9306414; steps/sec: 3.95;
FastEstimator-Train: step: 2700; total_loss: 1.0794256; steps/sec: 3.94;
FastEstimator-Train: step: 2800; total_loss: 0.96625733; steps/sec: 3.96;
FastEstimator-Train: step: 2900; total_loss: 0.8752639; steps/sec: 3.94;
FastEstimator-Train: step: 3000; total_loss: 0.95487475; steps/sec: 3.93;
FastEstimator-Train: step: 3000; epoch: 2; epoch_time: 381.69 sec;
FastEstimator-Eval: step: 3000; epoch: 2; total_loss: 1.0163553; mAP: 0.011299789540317722; AP50: 0.02650422769368371; AP75: 0.008254567856740263;
FastEstimator-Train: step: 3100; total_loss: 0.9107962; steps/sec: 3.86;
