FastEstimator-Start: step: 1; num_device: 1; logging_interval: 100;
FastEstimator-Train: step: 1; total_loss: 2.0542355;
FastEstimator-Train: step: 100; total_loss: 1.5194194; steps/sec: 4.18;
FastEstimator-Train: step: 200; total_loss: 1.5241096; steps/sec: 3.98;
FastEstimator-Train: step: 300; total_loss: 1.4556367; steps/sec: 4.1;
FastEstimator-Train: step: 400; total_loss: 1.447018; steps/sec: 4.11;
FastEstimator-Train: step: 500; total_loss: 1.3633478; steps/sec: 4.09;
FastEstimator-Train: step: 600; total_loss: 1.020618; steps/sec: 4.1;
FastEstimator-Train: step: 700; total_loss: 1.5784224; steps/sec: 4.08;
FastEstimator-Train: step: 800; total_loss: 1.4121147; steps/sec: 4.11;
FastEstimator-Train: step: 900; total_loss: 1.1377087; steps/sec: 4.11;
FastEstimator-Train: step: 1000; total_loss: 1.1305935; steps/sec: 4.1;
FastEstimator-Train: step: 1100; total_loss: 1.0129273; steps/sec: 4.09;
FastEstimator-Train: step: 1200; total_loss: 1.207704; steps/sec: 4.09;
FastEstimator-Train: step: 1300; total_loss: 1.1221489; steps/sec: 4.09;
FastEstimator-Train: step: 1400; total_loss: 0.9474582; steps/sec: 4.1;
FastEstimator-Train: step: 1500; total_loss: 1.0810608; steps/sec: 4.08;
FastEstimator-Train: step: 1500; epoch: 1; epoch_time: 384.19 sec;
FastEstimator-Eval: step: 1500; epoch: 1; total_loss: 1.1413714; mAP: 0.0017483205183178006; AP50: 0.0040597775098937215; AP75: 0.0012243867298909227;
FastEstimator-Train: step: 1600; total_loss: 1.1575472; steps/sec: 3.96;
FastEstimator-Train: step: 1700; total_loss: 0.9778589; steps/sec: 4.1;
FastEstimator-Train: step: 1800; total_loss: 0.92586344; steps/sec: 4.1;
FastEstimator-Train: step: 1900; total_loss: 1.0825245; steps/sec: 4.02;
FastEstimator-Train: step: 2000; total_loss: 1.0455239; steps/sec: 4.09;
FastEstimator-Train: step: 2100; total_loss: 0.8810588; steps/sec: 4.08;
FastEstimator-Train: step: 2200; total_loss: 0.99778444; steps/sec: 4.09;
FastEstimator-Train: step: 2300; total_loss: 0.92173284; steps/sec: 4.11;
FastEstimator-Train: step: 2400; total_loss: 0.9172497; steps/sec: 4.09;
FastEstimator-Train: step: 2500; total_loss: 0.9766152; steps/sec: 4.1;
FastEstimator-Train: step: 2600; total_loss: 0.89256567; steps/sec: 4.1;
FastEstimator-Train: step: 2700; total_loss: 1.0101576; steps/sec: 4.1;
FastEstimator-Train: step: 2800; total_loss: 0.87013197; steps/sec: 4.11;
FastEstimator-Train: step: 2900; total_loss: 0.8685468; steps/sec: 4.1;
FastEstimator-Train: step: 3000; total_loss: 0.79771435; steps/sec: 4.11;
FastEstimator-Train: step: 3000; epoch: 2; epoch_time: 367.22 sec;
FastEstimator-Eval: step: 3000; epoch: 2; total_loss: 0.8558525; mAP: 0.028649135719131434; AP50: 0.05587976046240876; AP75: 0.026299889100398006;
FastEstimator-Train: step: 3100; total_loss: 0.9556657; steps/sec: 3.98;
FastEstimator-Train: step: 3200; total_loss: 0.8734835; steps/sec: 4.11;
FastEstimator-Train: step: 3300; total_loss: 0.8399175; steps/sec: 4.11;
FastEstimator-Train: step: 3400; total_loss: 0.6904067; steps/sec: 4.08;
FastEstimator-Train: step: 3500; total_loss: 0.8100914; steps/sec: 4.07;
FastEstimator-Train: step: 3600; total_loss: 0.719833; steps/sec: 4.08;
FastEstimator-Train: step: 3700; total_loss: 0.8595082; steps/sec: 4.12;
