FastEstimator-Start: step: 1; num_device: 1; logging_interval: 100;
FastEstimator-Train: step: 1; total_loss: 2.0812054;
FastEstimator-Train: step: 100; total_loss: 1.9741573; steps/sec: 4.17;
FastEstimator-Train: step: 200; total_loss: 1.7364138; steps/sec: 4.1;
FastEstimator-Train: step: 300; total_loss: 1.6903477; steps/sec: 4.1;
FastEstimator-Train: step: 400; total_loss: 1.5379395; steps/sec: 4.11;
FastEstimator-Train: step: 500; total_loss: 1.3690698; steps/sec: 4.1;
FastEstimator-Train: step: 600; total_loss: 1.4695333; steps/sec: 4.1;
FastEstimator-Train: step: 700; total_loss: 1.3773658; steps/sec: 4.11;
FastEstimator-Train: step: 800; total_loss: 1.405401; steps/sec: 4.11;
FastEstimator-Train: step: 900; total_loss: 1.2775346; steps/sec: 4.12;
FastEstimator-Train: step: 1000; total_loss: 1.3188872; steps/sec: 4.12;
FastEstimator-Train: step: 1100; total_loss: 1.2073567; steps/sec: 4.11;
FastEstimator-Train: step: 1200; total_loss: 1.2124496; steps/sec: 4.12;
FastEstimator-Train: step: 1300; total_loss: 1.4299941; steps/sec: 4.11;
FastEstimator-Train: step: 1400; total_loss: 1.2831975; steps/sec: 4.12;
FastEstimator-Train: step: 1500; total_loss: 1.2154766; steps/sec: 4.12;
FastEstimator-Train: step: 1500; epoch: 1; epoch_time: 384.46 sec;
FastEstimator-Eval: step: 1500; epoch: 1; total_loss: 1.1787788; mAP: 0.0017847622613033818; AP50: 0.005376465670182773; AP75: 0.0007586028848056549;
FastEstimator-Train: step: 1600; total_loss: 1.1733818; steps/sec: 3.95;
FastEstimator-Train: step: 1700; total_loss: 0.95928854; steps/sec: 4.12;
FastEstimator-Train: step: 1800; total_loss: 1.0767518; steps/sec: 4.12;
FastEstimator-Train: step: 1900; total_loss: 1.198055; steps/sec: 4.11;
FastEstimator-Train: step: 2000; total_loss: 1.0494928; steps/sec: 4.12;
FastEstimator-Train: step: 2100; total_loss: 1.0603833; steps/sec: 4.12;
FastEstimator-Train: step: 2200; total_loss: 1.0625745; steps/sec: 4.11;
FastEstimator-Train: step: 2300; total_loss: 0.9498685; steps/sec: 4.11;
FastEstimator-Train: step: 2400; total_loss: 1.141288; steps/sec: 4.11;
FastEstimator-Train: step: 2500; total_loss: 1.0041767; steps/sec: 4.12;
FastEstimator-Train: step: 2600; total_loss: 1.0508606; steps/sec: 4.11;
FastEstimator-Train: step: 2700; total_loss: 1.1079957; steps/sec: 4.11;
FastEstimator-Train: step: 2800; total_loss: 1.0453606; steps/sec: 4.1;
FastEstimator-Train: step: 2900; total_loss: 1.0046988; steps/sec: 4.11;
FastEstimator-Train: step: 3000; total_loss: 1.0328174; steps/sec: 4.12;
FastEstimator-Train: step: 3000; epoch: 2; epoch_time: 365.7 sec;
