FastEstimator-Start: step: 1; num_device: 1; logging_interval: 100;
FastEstimator-Train: step: 1; total_loss: 2.2376733;
FastEstimator-Train: step: 100; total_loss: 1.5997031; steps/sec: 4.08;
FastEstimator-Train: step: 200; total_loss: 1.5689952; steps/sec: 4.03;
FastEstimator-Train: step: 300; total_loss: 1.4222233; steps/sec: 4.02;
FastEstimator-Train: step: 400; total_loss: 1.4037002; steps/sec: 4.02;
FastEstimator-Train: step: 500; total_loss: 1.1966602; steps/sec: 4.02;
FastEstimator-Train: step: 600; total_loss: 1.2291764; steps/sec: 4.02;
FastEstimator-Train: step: 700; total_loss: 1.3496277; steps/sec: 4.01;
FastEstimator-Train: step: 800; total_loss: 1.0199866; steps/sec: 4.02;
FastEstimator-Train: step: 900; total_loss: 1.0251827; steps/sec: 4.02;
FastEstimator-Train: step: 1000; total_loss: 1.0737646; steps/sec: 4.02;
FastEstimator-Train: step: 1100; total_loss: 1.1380206; steps/sec: 4.03;
FastEstimator-Train: step: 1200; total_loss: 1.0831263; steps/sec: 4.03;
FastEstimator-Train: step: 1300; total_loss: 0.9309016; steps/sec: 4.02;
FastEstimator-Train: step: 1400; total_loss: 0.8751097; steps/sec: 4.01;
FastEstimator-Train: step: 1500; total_loss: 0.9199954; steps/sec: 4.02;
FastEstimator-Train: step: 1500; epoch: 1; epoch_time: 395.02 sec;
FastEstimator-Eval: step: 1500; epoch: 1; total_loss: 0.9765477; mAP: 0.010072002655931648; AP50: 0.02217731394026766; AP75: 0.0073047754165622356;
FastEstimator-Train: step: 1600; total_loss: 0.8836338; steps/sec: 3.87;
FastEstimator-Train: step: 1700; total_loss: 0.8715676; steps/sec: 4.03;
FastEstimator-Train: step: 1800; total_loss: 0.91967523; steps/sec: 4.01;
FastEstimator-Train: step: 1900; total_loss: 0.81205547; steps/sec: 4.02;
FastEstimator-Train: step: 2000; total_loss: 1.0295612; steps/sec: 4.02;
FastEstimator-Train: step: 2100; total_loss: 0.8117666; steps/sec: 4.02;
FastEstimator-Train: step: 2200; total_loss: 0.92026556; steps/sec: 4.02;
FastEstimator-Train: step: 2300; total_loss: 0.86097; steps/sec: 4.02;
FastEstimator-Train: step: 2400; total_loss: 0.88114417; steps/sec: 4.02;
FastEstimator-Train: step: 2500; total_loss: 0.83676624; steps/sec: 4.03;
FastEstimator-Train: step: 2600; total_loss: 0.7687052; steps/sec: 4.02;
FastEstimator-Train: step: 2700; total_loss: 0.741164; steps/sec: 4.02;
FastEstimator-Train: step: 2800; total_loss: 0.867463; steps/sec: 4.02;
FastEstimator-Train: step: 2900; total_loss: 0.8295163; steps/sec: 4.02;
FastEstimator-Train: step: 3000; total_loss: 0.8152629; steps/sec: 4.01;
FastEstimator-Train: step: 3000; epoch: 2; epoch_time: 374.28 sec;
FastEstimator-Eval: step: 3000; epoch: 2; total_loss: 0.8457108; mAP: 0.04245438681967925; AP50: 0.0874099018266826; AP75: 0.036713601194397254;
FastEstimator-Train: step: 3100; total_loss: 0.68926525; steps/sec: 3.87;
FastEstimator-Train: step: 3200; total_loss: 0.7363192; steps/sec: 4.02;
FastEstimator-Train: step: 3300; total_loss: 0.7685106; steps/sec: 4.01;
FastEstimator-Train: step: 3400; total_loss: 0.7045926; steps/sec: 4.02;
FastEstimator-Train: step: 3500; total_loss: 0.7782645; steps/sec: 4.01;
FastEstimator-Train: step: 3600; total_loss: 0.8669344; steps/sec: 4.02;
FastEstimator-Train: step: 3700; total_loss: 0.72458893; steps/sec: 4.0;
FastEstimator-Train: step: 3800; total_loss: 0.8471779; steps/sec: 4.01;
FastEstimator-Train: step: 3900; total_loss: 0.785403; steps/sec: 4.01;
FastEstimator-Train: step: 4000; total_loss: 0.8054553; steps/sec: 4.01;
FastEstimator-Train: step: 4100; total_loss: 0.7186312; steps/sec: 4.02;
FastEstimator-Train: step: 4200; total_loss: 0.6179235; steps/sec: 4.02;
FastEstimator-Train: step: 4300; total_loss: 0.7589439; steps/sec: 4.01;
FastEstimator-Train: step: 4400; total_loss: 0.93757457; steps/sec: 4.01;
FastEstimator-Train: step: 4500; total_loss: 0.7670135; steps/sec: 4.02;
FastEstimator-Train: step: 4500; epoch: 3; epoch_time: 374.5 sec;
FastEstimator-Eval: step: 4500; epoch: 3; total_loss: 0.7542691; mAP: 0.06594099604439885; AP50: 0.12824013185209893; AP75: 0.06096795915704376;
