FastEstimator-Start: step: 1; num_device: 1; logging_interval: 100;
FastEstimator-Train: step: 1; total_loss: 2.0723126;
FastEstimator-Train: step: 100; total_loss: 1.9951524; steps/sec: 4.11;
FastEstimator-Train: step: 200; total_loss: 1.5923314; steps/sec: 4.07;
FastEstimator-Train: step: 300; total_loss: 1.6078196; steps/sec: 4.06;
FastEstimator-Train: step: 400; total_loss: 1.4443588; steps/sec: 4.06;
FastEstimator-Train: step: 500; total_loss: 1.3719344; steps/sec: 4.06;
FastEstimator-Train: step: 600; total_loss: 1.6545019; steps/sec: 4.05;
FastEstimator-Train: step: 700; total_loss: 1.4408734; steps/sec: 4.06;
FastEstimator-Train: step: 800; total_loss: 1.2419537; steps/sec: 4.06;
FastEstimator-Train: step: 900; total_loss: 1.2670665; steps/sec: 4.06;
FastEstimator-Train: step: 1000; total_loss: 1.2412848; steps/sec: 4.05;
FastEstimator-Train: step: 1100; total_loss: 1.2735455; steps/sec: 4.06;
FastEstimator-Train: step: 1200; total_loss: 1.22267; steps/sec: 4.06;
FastEstimator-Train: step: 1300; total_loss: 1.2821445; steps/sec: 4.06;
FastEstimator-Train: step: 1400; total_loss: 1.1251948; steps/sec: 4.06;
FastEstimator-Train: step: 1500; total_loss: 1.3053161; steps/sec: 4.07;
FastEstimator-Train: step: 1500; epoch: 1; epoch_time: 387.79 sec;
FastEstimator-Eval: step: 1500; epoch: 1; total_loss: 1.174853; mAP: 0.0014561409205676949; AP50: 0.004148698408510946; AP75: 0.0005693412777863259;
FastEstimator-Train: step: 1600; total_loss: 1.1542727; steps/sec: 3.91;
FastEstimator-Train: step: 1700; total_loss: 1.1464698; steps/sec: 4.06;
FastEstimator-Train: step: 1800; total_loss: 1.1841002; steps/sec: 4.06;
FastEstimator-Train: step: 1900; total_loss: 1.1664616; steps/sec: 4.05;
FastEstimator-Train: step: 2000; total_loss: 1.1280718; steps/sec: 4.05;
FastEstimator-Train: step: 2100; total_loss: 1.1374736; steps/sec: 4.05;
FastEstimator-Train: step: 2200; total_loss: 1.0526628; steps/sec: 4.06;
FastEstimator-Train: step: 2300; total_loss: 1.0749217; steps/sec: 4.06;
FastEstimator-Train: step: 2400; total_loss: 1.075165; steps/sec: 4.05;
FastEstimator-Train: step: 2500; total_loss: 1.0608058; steps/sec: 4.05;
FastEstimator-Train: step: 2600; total_loss: 0.9610637; steps/sec: 4.06;
FastEstimator-Train: step: 2700; total_loss: 0.9764242; steps/sec: 4.06;
FastEstimator-Train: step: 2800; total_loss: 0.98410976; steps/sec: 4.06;
FastEstimator-Train: step: 2900; total_loss: 0.97564965; steps/sec: 4.05;
FastEstimator-Train: step: 3000; total_loss: 1.1848159; steps/sec: 4.06;
FastEstimator-Train: step: 3000; epoch: 2; epoch_time: 370.69 sec;
FastEstimator-Eval: step: 3000; epoch: 2; total_loss: 1.0214227; mAP: 0.011943232442257654; AP50: 0.02843232358397832; AP75: 0.008207492062417882;
FastEstimator-Train: step: 3100; total_loss: 1.0022897; steps/sec: 3.9;
FastEstimator-Train: step: 3200; total_loss: 1.0041991; steps/sec: 4.06;
FastEstimator-Train: step: 3300; total_loss: 0.98468614; steps/sec: 4.06;
FastEstimator-Train: step: 3400; total_loss: 0.97096574; steps/sec: 4.06;
FastEstimator-Train: step: 3500; total_loss: 0.9068266; steps/sec: 4.06;
FastEstimator-Train: step: 3600; total_loss: 0.9057925; steps/sec: 4.06;
FastEstimator-Train: step: 3700; total_loss: 0.9270966; steps/sec: 4.05;
FastEstimator-Train: step: 3800; total_loss: 0.9854729; steps/sec: 4.05;
FastEstimator-Train: step: 3900; total_loss: 0.9355364; steps/sec: 4.06;
FastEstimator-Train: step: 4000; total_loss: 0.86029476; steps/sec: 4.05;
FastEstimator-Train: step: 4100; total_loss: 0.85754466; steps/sec: 4.06;
FastEstimator-Train: step: 4200; total_loss: 0.99056107; steps/sec: 4.07;
FastEstimator-Train: step: 4300; total_loss: 0.9679226; steps/sec: 4.05;
FastEstimator-Train: step: 4400; total_loss: 0.8844111; steps/sec: 4.06;
FastEstimator-Train: step: 4500; total_loss: 0.9776542; steps/sec: 4.06;
FastEstimator-Train: step: 4500; epoch: 3; epoch_time: 370.62 sec;
FastEstimator-Eval: step: 4500; epoch: 3; total_loss: 0.90692604; mAP: 0.025500678849189915; AP50: 0.0560746379466914; AP75: 0.01952448328569944;
FastEstimator-Train: step: 4600; total_loss: 0.82143766; steps/sec: 3.92;
FastEstimator-Train: step: 4700; total_loss: 0.871971; steps/sec: 4.06;
FastEstimator-Train: step: 4800; total_loss: 1.1193216; steps/sec: 4.06;
FastEstimator-Train: step: 4900; total_loss: 0.8062161; steps/sec: 4.06;
FastEstimator-Train: step: 5000; total_loss: 0.9652162; steps/sec: 4.05;
FastEstimator-Train: step: 5100; total_loss: 0.9582536; steps/sec: 4.05;
FastEstimator-Train: step: 5200; total_loss: 0.93566674; steps/sec: 4.06;
FastEstimator-Train: step: 5300; total_loss: 0.90272546; steps/sec: 4.05;
FastEstimator-Train: step: 5400; total_loss: 0.72739196; steps/sec: 4.05;
FastEstimator-Train: step: 5500; total_loss: 0.8590329; steps/sec: 4.05;
FastEstimator-Train: step: 5600; total_loss: 0.9215147; steps/sec: 4.06;
FastEstimator-Train: step: 5700; total_loss: 0.8617332; steps/sec: 4.06;
FastEstimator-Train: step: 5800; total_loss: 0.95113724; steps/sec: 4.04;
FastEstimator-Train: step: 5900; total_loss: 0.9156316; steps/sec: 4.06;
